,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,4,0.5553615725514759,0.008339073936587088,3.373725826170215,-1.3739900690441598,0.7748467363119796,-0.003741063017915519,0.8165044495439336,0.43250386842144584,2.22284660255788,-0.044959059688067626,0.6131952453293815,1.786884570870475,-1.0801464959837759,0.6875191024655786,-0.34679349246499314,1.1731787451004512,0.29872677476845844,-0.8074903408100008,1.3045495725023173,1.8173393053273292,-1.9284842458377658,1.1360858947692314,0.25008779114608914,-0.9980014067165067,-3.8199995991755364,2.366848739386153,3.601835452227309,1.795359449330323,8.241579976993615,0.04855647947101331
1,3,4.835798824382408,-0.9281885650247347,1.3631595542507449,-3.128872436405349,0.6147141035048264,-3.29686482649049,3.126442997039451,2.5183219841841615,2.7135836281312633,-0.28367502873693073,-3.642484877844814,6.03665913898221,1.4686883318850277,-2.3191069683644847,1.345778776578723,-3.0566644615760015,-1.1810698321755257,3.321149742486219,6.674013701549997,0.11139801817622058,3.891208203837784,-0.3908914260573937,-4.025951976924819,-0.17968463734413195,-4.831259475486084,0.8726033375842115,-2.3101409402792554,0.1425085089935854,-1.7555690722673905,2.5127283706545422
2,2,-0.6148133839513176,2.150355181154081,2.7879395798685818,-1.336706592760791,-0.4525046649645502,-0.6520429260954196,-0.2548794855291675,1.203342924692413,2.182128568826887,-0.04993026617507479,5.538111207841618,-4.92212804075051,0.8943131726662176,-1.802011703179486,-2.197451672794108,3.1186787612327143,-4.657298557410448,0.5425708895566262,2.863715011058266,0.3001073854540461,4.630745285037686,-0.3891183907071376,1.1045668879680801,1.1146028971028763,-0.19887137652242856,-2.107244932947496,4.610441322602347,4.015457699993011,-2.776786265112554,-7.1724119509941815
3,4,1.5275099115525321,-2.341289953113403,2.0104597819491947,-0.8836868813866666,-0.007226170531048071,-0.14241275229377823,-4.725455172151352,-4.167760340653064,-2.013764918825551,-0.5538762939298606,-2.0835700826374484,-2.082007310445194,0.7660541935372565,0.6511502976526117,-0.3793390130935046,-1.4618528593146067,0.5274928882003745,-3.558208706875121,3.2601676002599222,0.7640079349752269,1.5400435873408056,0.8030384808362226,-1.505014056069808,-0.9371132424488892,0.40637124070198916,0.7991300550001804,0.6462403480131673,2.7290795531838685,8.959884838474531,4.434749812892576
4,4,2.5066073361317946,-0.38147511748924734,2.7451364018231224,-0.3351619919670815,-0.7259489376532446,1.697702138808113,2.6752225403944974,0.49524643684233083,0.7195636482424052,-0.17694569642504113,-0.5619114805783498,-2.5409774193029127,1.254371888473631,0.2761943900973417,-0.7368815467648083,-0.19542823742969492,1.3597869648688627,-0.9561920843226387,-0.164656542986627,-0.21174746579942513,-1.644104983451709,2.465431203511633,-1.519455189523284,0.2329325749378565,-0.10228978009492704,0.7613168518072841,4.19945501091796,-1.3456084644241186,5.633699294819538,-3.1238694031093632
5,1,-3.1333010076732264,0.9633849989957667,-2.537599885693415,-0.6590092350730735,-0.0020019012611078857,0.26789278163329955,-5.180624215512625,2.0672174288747627,1.3324157210060377,-1.158679913142977,-6.433001072466749,0.6809985217897321,-1.7884410057661717,0.08052972533423611,0.06844372218435696,-1.361743225525498,2.311227797659555,6.70678673873095,-0.025932423728503767,-0.9123702792961902,0.8131702691463393,-0.9948222835279302,0.7686846750221225,2.954500463460397,1.264957727211777,-0.6883125670581192,3.2018280000274366,0.8763904941096456,-3.766961759303579,15.24298502310671
6,2,1.1580757241953128,-3.1103340250050637,0.6277190281423615,-0.12155104261554237,-0.7952017135766506,2.4368214424157757,5.098533179731902,-2.2457790141668683,-2.7206042242886075,-0.23397341964492693,0.9493076592290964,-2.7467420577237367,0.8158542033154013,-0.9178568105814907,-0.6746473380699269,1.140201386598402,2.8473605843483423,1.9375119229198452,2.4045741613299474,0.058616621973959504,-3.0279330849664126,1.7547680737413438,3.8898273199509497,3.459477741744457,-1.748141337372775,0.312610147724887,-0.26670811179175613,6.074140394388194,3.8269756420531342,9.587064769144634
7,2,-1.5805186983654906,-1.8327262530360633,0.0055997683834541345,-0.9077481230878842,-0.09688801822840398,-2.7430813958121907,-2.654724310752725,0.180816437319847,-2.067551811356458,0.38766197158256,1.348329148576572,-0.26936209123230104,-0.9284672013120178,-2.5363038049038957,1.748156664314612,-1.2448789892011511,-0.035780979558424714,1.4407392292594539,-0.9617738622230473,0.3899127353636548,0.4993395682970052,-0.05209302837459706,-0.39094764691124806,-0.9727740673208084,-2.472183166625259,-0.034048852672799584,1.2208292666843654,2.378364796891519,0.2051556135999862,5.928957749298665
8,4,2.191409282401791,0.8105752501712492,3.5619752440676256,0.6768338839473786,-0.3174955385204822,1.463044908068786,-4.32765239169567,-5.7076675870095785,-0.4681769919407056,-0.5819137982415657,0.6174721772950905,-2.0029269548520383,-2.232518229897971,-2.199337494027117,0.2892768352836927,-0.07245138484472077,1.0769297719822617,1.4272122844094084,-2.5126514266937865,-1.162258692900029,-1.3110148491174778,0.31762926595523777,3.153977232444736,-1.7163564967476448,-5.228909169591351,-0.09685049843360888,-0.052033722104618624,0.044869316172423984,5.804307061676179,2.395045577341227
9,3,-0.11924306474594423,-0.22599244956090678,0.39831988084378367,-4.073007580208532,1.47276011494803,-4.488730482423614,-1.786677122802999,-0.0958888597959405,-4.25765385687554,-0.400293586917418,-6.407776466033057,1.8781382416113925,-0.2594152873133565,-2.066288902488429,1.660375119131004,-2.6675684037487852,1.053287370069773,-3.0917689275495275,1.699636723704252,-0.7885007651721838,2.8132496704690992,0.2285939127491324,0.5582388358684268,-4.968196379773243,-3.20538559031356,0.1808321776767226,1.2461441160161901,3.441412024449186,16.612542645351578,6.853253165091417
